,_id,title,courriel,SSIAD,SPASAD,SAAD,gestionnaire,ESA,coordinates.street,coordinates.postcode,coordinates.city,coordinates.latitude,coordinates.longitude,departement,nom_departement
677,92524,SERVICE PRESTATAIRE AIDE A DOMICILE,info@cotedomicile.com,0,0,1,COTE DOMICILE,0,49 Rue de Pignoux,18000,BOURGES,47.081135,2.419803,18,Cher
678,92525,SERVICE PRESTATAIRE AIDE A DOMICILE,bourges@jardins-arcadie.fr,0,0,1,LES JARDINS D'ARCADIE EXPLOITATION,0,12 Rue Béthune Charost,18000,BOURGES,47.081372,2.402874,18,Cher
679,92526,SERVICE PRESTATAIRE AIDE A DOMICILE AD,bourges@adseniors.com,0,0,1,SARL AD SENIORS 74,0,17 Rue du Parc,18570,TROUY,47.017138,2.364319,18,Cher
680,92522,SERVICE PRESTATAIRE AIDE A DOMICILE O2,corinne.supplie@o2.fr,0,0,1,02 BOURGES,0,6 Boulevard Georges Clémenceau,18000,BOURGES,47.086084,2.399247,18,Cher
681,92476,SERVICE PRESTATAIRE AIDE DOMICILE,aiderlavie18@orange.fr,0,0,1,AIDERLAVIE,0,261 Route de Saint-michel,18000,BOURGES,47.104167,2.423917,18,Cher
682,92477,SERVICE PRESTATAIRE AIDE DOMICILE,spasad.ccas@ville-vierzon.fr,0,0,1,CENTRE COMMUNAL ACTION SOCIALE,0,2 rue DE LA GAUCHERIE,18100,VIERZON,47.471447800352585,2.872772373031895,18,Cher
683,92490,SERVICE PRESTATAIRE AIDE DOMICILE P.A.,aide.et.presence@orange.fr,0,0,1,ASSOCIATION AIDE ET PRESENCE,0,31 Route de Quantilly,18110,ST MARTIN D AUXIGNY,47.207387,2.422798,18,Cher
684,92518,SERVICE PRESTATAIRE D'AIDE A DOMICILE,boulleret@confiez-nous.fr,0,0,1,SAS VSVL CONFIEZ-NOUS,0,17 Place des Tilleuls,18240,BOULLERET,47.423984,2.874206,18,Cher
685,2410,SSIAD - ADMR,admr.aubigny@orange.fr,1,0,0,SSIAD - ADMR Aubigny-sur-Argent,0,6 avenue du 8 Mai 1945,18700,AUBIGNY SUR NERE,47.482841,2.432064,18,Cher
686,2398,SSIAD - ADMR Léré et Vailly-sur-Sauldre,admr.ssiad.boulleret@orange.fr,1,0,0,ADMR Léré et Vailly-sur-Sauldre,0,6 rue de la Mairie,18240,SURY PRES LERE,47.482221,2.863421,18,Cher
687,2412,SSIAD - ASSAD Les Aix d'Angillon,assad.les-aix-dangillon@orange.fr,1,0,0,Association service soins à domicile,0,13 route de Bourges,18220,LES AIX D ANGILLON,47.1957196,2.56693040000004,18,Cher
688,2393,SSIAD AMASAD,amasad.nerondes@wanadoo.fr,1,0,0,AMASAD,0,27 bis route de la Charité,18350,NERONDES,47.003137,2.825905,18,Cher
689,2396,SSIAD AMASAD,amasad@wanadoo.fr,1,0,0,AMASAD DE LIGNIERES,0,1 route d'Issoudun,18160,LIGNIERES,46.759912,2.164469,18,Cher
690,2406,SSIAD Centre hospitalier de Sancerre,secretariat@hopital-sancerre.fr,1,0,0,CH DE SANCERRE,0,Rempart des Augustins,18300,SANCERRE,47.33383,2.839515,18,Cher
691,2407,SSIAD Henrichemont,ehpad.lescedres@outlook.fr,1,0,0,EHPAD - résidence des cèdres,0,9 rue des quatre nations,18250,HENRICHEMONT,47.30263,2.521429,18,Cher
692,2383,SSIAD du CCAS de Bourges,ccas-ssiad@ville-bourges.fr,1,0,0,CENTRE COMMUNAL ACTION SOCIALE,0,7 avenue du 11-Novembre-1918,18000,BOURGES,47.088512,2.398112,18,Cher
693,2384,SSIAD du CCAS de Vierzon,ssid.ccas@ville-vierzon.fr,1,0,0,CENTRE COMMUNAL ACTION SOCIALE,0,2 bis rue de la Gaucherie,18100,VIERZON,47.221822,2.066101,18,Cher
694,2409,SSIAD du Centre hospitalier de Bourges,direction@ch-bourges.fr,1,0,0,CH JACQUES COEUR  DE BOURGES,0,145 avenue François-Mitterrand,18000,BOURGES,47.083717,2.441728,18,Cher
695,2401,SSIAD du Centre hospitalier de Saint-Amand-Montrond,ssiad@ch-stamand.fr,1,0,0,Centre hospitalier de Saint-Amand-Montrond,0,44 avenue Jean-Jaurès BP 180,18200,ST AMAND MONTROND,46.725611,2.495063,18,Cher
696,2413,Service de soins à domicile Pour personnes âgées de Massay,assiadmassay@orange.fr,1,0,0,ASSIAD,0,6 rue Pasteur,18120,MASSAY,47.153059,1.992817,18,Cher
697,2405,Services de Soins Infirmiers à Domicile - SSIAD,ssiad@ehpad-chateaumeillant.fr,1,0,0,EHPAD CHATEAUMEILLANT,0,20 avenue de la Gare,18370,CHATEAUMEILLANT,46.560373,2.203969,18,Cher
698,2408,Services de Soins Infirmiers à Domicile - SSIAD,leprerasdeau@wanadoo.fr,1,0,0,EHPAD le pré-ras-d'eau,0,6 rue Mace de la Charité,18600,SANCOINS,46.834218,2.924171,18,Cher
699,2411,Services de Soins Infirmiers à Domicile - SSIAD,ssiad.ehpad-stflorent@orange.fr,1,0,0,EHPAD - résidence du parc,0,54 rue Paul-Vaillant-Couturier BP 74,18400,ST FLORENT SUR CHER,46.997896,2.241812,18,Cher
700,2414,Services de Soins Infirmiers à Domicile - SSIAD,ehpad.mehun@orange.fr,1,0,0,EHPAD le rayon de soleil,0,1 avenue du Général de-Gaulle,18500,MEHUN SUR YEVRE,47.141985,2.222493,18,Cher
701,2403,Services de Soins Infirmiers à Domicile - SSIAD - SSIDDE,ssidde@wanadoo.fr,1,0,0,Services de Soins Infirmiers à Domicile - SSIAD,0,10 route de Bourges,18130,DUN SUR AURON,46.8868,2.56943,18,Cher
702,2504,Antenne du SSIAD de Lapleau,ssiad.lapleau@wanadoo.fr,1,0,0,INSTANCE COORDINATION GERONTO LAPLEAU,0,Rue du Commerce,19160,NEUVIC,45.381906,2.271535,19,Corrèze
703,2509,Antenne du SSIAD de la Xaintrie,ssiadpa-mercoeur@wanadoo.fr,1,0,0,INST COORD GERONTO CANTON DE MERCOEUR,0,2 avenue de la Xaintrie-blanche,19430,GOULLES,45.040256,2.078261,19,Corrèze
704,92577,SAAD A'DOM LIMOUSIN - CORREZE,contact19@adomlimousin.fr,0,0,1,ASSO A'DOM LIMOUSIN,0,3 Rue David,19100,BRIVE LA GAILLARDE,45.164042,1.531509,19,Corrèze
705,92527,SAAD ADAPAC,virginie.abate@adapac.fr,0,0,1,ADAPAC,0,29 avenue DE LA GARENNE VERTE,19100,BRIVE LA GAILLARDE,45.15466772670676,1.5330752783890502,19,Corrèze
706,92582,SAAD ADHAP SERVICES,adhap19@adhapservices.eu,0,0,1,ADHAP SERVICES,0,30 Boulevard Paul Painleve,19100,BRIVE LA GAILLARDE,45.168313,1.537213,19,Corrèze
707,92578,SAAD AGE D'OR SERVICES,tulle@agedorservices.com,0,0,1,JR SERVICES 19,0,98 Avenue Victor Hugo,19000,TULLE,45.261608,1.760089,19,Corrèze
708,92583,SAAD AGE D'OR SERVICES,brive@agedorservices.com,0,0,1,AGE D'OR SERVICES,0,11 Boulevard du Colonel Germain,19100,BRIVE LA GAILLARDE,45.156049,1.524206,19,Corrèze
709,92584,SAAD AMAPA CORREZE,josiane.gorse@amapa.fr,0,0,1,ASSOCIATION AMAPA,0,37 quai DE RIGNY BP 132,19000,TULLE,45.16315748615668,1.537681966751192,19,Corrèze
710,92585,SAAD ASSISTALLIANCE,brive@assistalliance.fr,0,0,1,ASSISTALLIANCE,0,36 Avenue Marechal Foch,19100,BRIVE LA GAILLARDE,45.163158,1.537682,19,Corrèze
711,92586,SAAD ASSISTALLIANCE,tulle@assistalliance.fr,0,0,1,ASSISTALLIANCE,0,29 Place du Docteur Maschat,19000,TULLE,45.270162,1.769502,19,Corrèze
712,92587,SAAD DU CIAS DU PAYS D'UZERCHE,liliane.maury@ccpu19.fr,0,0,1,CIAS DU PAYS D'UZERCHE,0,10 Place de la Liberation,19140,UZERCHE,45.424329,1.562832,19,Corrèze
713,92599,SAAD HOME SERVICES,contact@homeservicesalapersonne.fr,0,0,1,HOME SERVICES,0,47 Avenue du 11 Novembre 1918,19100,BRIVE LA GAILLARDE,45.161648,1.539383,19,Corrèze
714,92588,SAAD ICA TREIGNAC,icacantondetreignac@orange.fr,0,0,1,INSTANCE COORDINATION GERONTO TREIGNAC,0,Place de la Mairie,19260,TREIGNAC,45.537204,1.794913,19,Corrèze
715,92589,SAAD INTEGR'A DOM,contact@integradom.org,0,0,1,INTEGR'A DOM,0,4 Avenue du 4 Juillet 1776,19100,BRIVE LA GAILLARDE,45.159109,1.475437,19,Corrèze
716,92590,SAAD LA BELLE VIE,contact@labellevie19.fr,0,0,1,LA BELLE VIE,0,Avenue du Midi LE BURG,19240,VARETZ,45.213789,1.431676,19,Corrèze
717,92579,SAAD LATITUDE SERVICES,ussel@latitude-services.com,0,0,1,E.V. SAD,0,31 Avenue Carnot,19200,USSEL,45.548273,2.311102,19,Corrèze
718,92591,SAAD LATITUDE SERVICES,contact@latitude-services.com,0,0,1,LATITUDE SERVICES,0,4 Rue Marie et Pierre Curie,19360,MALEMORT SUR CORREZE,45.16931,1.560742,19,Corrèze
719,92592,SAAD LES JARDINS D'ARCADIE,llagarde@jardins-arcadie.fr,0,0,1,LES JARDINS D'ARCADIE EXPLOITATION,0,18 Avenue Alsace Lorraine,19100,BRIVE LA GAILLARDE,45.155331,1.537312,19,Corrèze
720,92593,SAAD MP SERVICES,brive@axeoservices.fr,0,0,1,MP SERVICES,0,17 Avenue Thiers,19100,BRIVE LA GAILLARDE,45.157564,1.538626,19,Corrèze
721,92595,SAAD O2 BRIVE LA GAILLARDE,brivelagaillarde@o2.fr,0,0,1,FTF SERVICES,0,69 Avenue Marechal Foch,19100,BRIVE LA GAILLARDE,45.163584,1.538968,19,Corrèze
722,92596,SAAD O2 TULLE,tulle@o2.fr,0,0,1,FTF SERVICES,0,22 Rue du 9 Juin 1944,19000,TULLE,45.261407,1.749505,19,Corrèze
723,92594,SAAD OMEIDZOU,jean-luc.charissou@orange.fr,0,0,1,OMEIDZOU,0,4 Impasse de Sallegaye,19150,CORNIL,45.208892,1.691384,19,Corrèze
724,92597,SAAD PROFESSION DOMICILE,professiondomicile@orange.fr,0,0,1,PROFESSION DOMICILE,0,61 Avenue Carnot,19200,USSEL,45.549852,2.312214,19,Corrèze
725,92553,SAAD VIE PAISIBLE,vpbrive@viepaisible.fr,0,0,1,VIE PAISIBLE,0,7 Boulevard General Koenig,19100,BRIVE LA GAILLARDE,45.158231,1.529989,19,Corrèze
726,92598,SAAD YAKADOM,contact@yakadom.fr,0,0,1,YAKADOM,0,37 Rue Pierre Mouly,19140,UZERCHE,45.432986,1.565336,19,Corrèze
727,2491,SSIAD,direction@ch-tulle.fr,1,0,0,CENTRE HOSPITALIER COEUR DE CORREZE,0,3 place Docteur-Maschat,19000,TULLE,45.27007,1.769847,19,Corrèze
728,2490,SSIAD - SADPAH,sadpah.seilhac@orange.fr,1,0,0,Instance coordination pour l'autonomie,0,2 sentier du Picatard,19700,SEILHAC,45.365996,1.71712,19,Corrèze
729,2520,SSIAD Allassac et Donzenac,ssiad@augreduvent19.fr,1,0,0,EHPAD D'ALLASSAC,0,Place Michel-Labrousse,19240,ALLASSAC,45.258139,1.476672,19,Corrèze
730,2499,SSIAD Bugeat Meymac Sornac,mssiadpa@club-internet.fr,1,0,0,ASSO ADMR BUGEAT-MEYMAC-SORNAC,0,Sente de la Prairie,19250,MEYMAC,45.533092,2.144254,19,Corrèze
731,2493,SSIAD CPAM d'Egletons,directeur@cpam-tulle.cnamts.fr,1,0,0,CPAM DE LA CORREZE,0,6 rue du Cardinal-Fabri,19300,EGLETONS,45.4061201,2.03981840000005,19,Corrèze
732,2477,SSIAD CPAM d'Ussel,directeur@cpam-tulle.cnamts.fr,1,0,0,CPAM DE LA CORREZE,0,20 rue de la Civadière,19200,USSEL,45.5468689,2.31562810000002,19,Corrèze
733,2475,SSIAD CPAM de Tulle,directeur@cpam-tulle.cnamts.fr,1,0,0,CPAM DE LA CORREZE,0,6 rue Souham,19000,TULLE,45.2713467,1.76931049999996,19,Corrèze
734,2476,SSIAD Cpam Brive-la-Gaillarde,directeur@cpam-tulle.cnamts.fr,1,0,0,CPAM DE LA CORREZE,0,17 avenue Alsace-Lorraine,19100,BRIVE LA GAILLARDE,45.155935,1.536902,19,Corrèze
735,2508,SSIAD Eygurande,amdrbort@wanadoo.fr,1,0,0,ASSO AIDE DOM MILIEU RURAL BORT,0,3 place de l'Église,19340,EYGURANDE,45.661792,2.451427,19,Corrèze
736,2478,SSIAD Les Milles sources,ssiad.treignac@orange.fr,1,0,0,EHPAD DE TREIGNAC,0,25 avenue du 8-Mai-1945,19260,TREIGNAC,45.53219,1.79778,19,Corrèze
737,2507,SSIAD Midi-Corrézien,soinsinfirmiers@sudco.org,1,0,0,Centre Intercommunal d'Action Sociale – CIAS,0,5 rue Émile-Monbrial,19120,BEAULIEU SUR DORDOGNE,44.978416,1.839375,19,Corrèze
738,2521,SSIAD Tulle Campagne Nord,ssiad.tulle.campagne.nord@orange.fr,1,0,0,INST COORD GERONTO TULLE CAMPAGNE NORD,0,Place René-Maury,19560,ST HILAIRE PEYROUX,45.21343,1.648909,19,Corrèze
739,2453,SSIAD de Bort Les Orgues,admrbort@wanadoo.fr,1,0,0,ASSO AIDE DOM MILIEU RURAL BORT,0,771 boulevard Jean-Jaurès,19110,BORT LES ORGUES,45.396406,2.491831,19,Corrèze
740,2469,SSIAD de Brive,soinsclicbrive@hotmail.com,1,0,0,CCAS DE BRIVE-LA-GAILLARDE,0,Rue du Chapeau Rouge,19100,BRIVE LA GAILLARDE,45.15785,1.53383,19,Corrèze
741,2519,SSIAD de Mercoeur,ssiadpa-mercoeur@wanadoo.fr,1,0,0,INST COORD GERONTO CANTON DE MERCOEUR,0,1 avenue Xaintrie-Blanche,19430,GOULLES,45.039844,2.078047,19,Corrèze
742,2500,SSIAD de l'EHPAD Charles Gobert,siadmansac@orange.fr,1,0,0,EHPAD DE MANSAC,0,,19520,MANSAC,45.169745,1.38126,19,Corrèze
743,2501,SSIAD des cantons de Juillac et Lubersac,ssiad-lubersac.juillac@wanadoo.fr,1,0,0,CCAS D'ARNAC POMPADOUR,0,5 avenue du Saupiquet,19230,ARNAC POMPADOUR,45.40193,1.384155,19,Corrèze
744,2511,SSIAD du Centre hospitalier gériatrique d'Uzerche,magali.dumond@chg-uzerche.fr,1,0,0,CENTRE HOSPITALIER GERIATRIQUE UZERCHE,0,Rue Rémond-Sidois,19140,UZERCHE,45.430679,1.567782,19,Corrèze
745,2494,SSIAD pour personnes âgées,maison-retraite-correze@wanadoo.fr,1,0,0,EHPAD DE CORREZE,0,Rue Jean-Moulin,19800,CORREZE,45.372107,1.873733,19,Corrèze
746,2498,Service de soins à domicile Pr Pers Âgées de Lapleau,ssiad.lapleau@orange.fr,1,0,0,INSTANCE COORDINATION GERONTO LAPLEAU,0,Immeuble de la Mutualite-agricole,19550,LAPLEAU,45.294177,2.163113,19,Corrèze
747,2495,Services de soins infirmiers à domicile - SSIAD,direction@croiseedesans.fr,1,0,0,La Croisée des ans,0,2 impasse des Grands prés,19130,OBJAT,45.266377,1.411303,19,Corrèze
748,2586,SPASAD Mutualité Française Bouguignonne Atome,atome-vingeanne@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,54 grande rue,21310,MIREBEAU SUR BEZE,47.398663,5.316765,21,Côte-d'Or
749,2673,SPASAD Mutualité Française Bouguignonne Atome,atome-auxois-nord@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,39 rue d'Abrantès,21500,MONTBARD,47.622277,4.337564,21,Côte-d'Or
750,2555,SPASAD Mutualité Française Bourguignonne Atome,atome-portes-morvan@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,22 rue de la Liberté,21140,SEMUR EN AUXOIS,47.491436,4.334864,21,Côte-d'Or
751,2585,SPASAD Mutualité Française Bourguignonne Atome,atome-la-cote@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,2 rue du Tanisot,21220,GEVREY CHAMBERTIN,47.228007,4.974081,21,Côte-d'Or
752,2631,SPASAD Mutualité Française Bourguignonne Atome,atome-pays-beaunois@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,9 rue Gustave-Eiffel,21200,BEAUNE,47.03973,4.845064,21,Côte-d'Or
753,2632,SPASAD Mutualité Française Bourguignonne Atome,atome-granddijon@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,60 C avenue du 14-Juillet,21300,CHENOVE,47.284401,5.009599,21,Côte-d'Or
754,2652,SPASAD Mutualité Française Bourguignonne Atome,atome-centre@mfbssam.fr,0,1,0,MUTUALITE FRANCAISE BOURGUIGNONNE,0,6 rue du Vieux-château,21540,SOMBERNON,47.307502,4.706976,21,Côte-d'Or
755,91387,SPASAD d'Auxonne,info.fede21@admr.org,0,1,0,Fédération ADMR,0,13 rue Lafayette,21130,AUXONNE,47.194174,5.386514,21,Côte-d'Or
756,91388,SPASAD de Châtillon sur Seine,atome-chatillonnais@mfbssam.fr,0,1,0,Mutualité française Bourgogne,0,2 rue de la ville du Puy,21400,CHATILLON SUR SEINE,47.858481,4.572678,21,Côte-d'Or
757,91390,SPASAD de Pouilly en Auxois,info.dede21@admr.org,0,1,0,Fédération ADMR,0,16 place Pierre et Marie Curie,21320,POUILLY EN AUXOIS,47.261935,4.555323,21,Côte-d'Or
758,91386,SPASAD de Recey sur Ource,info.fede21@admr.org,0,1,0,Fédération ADMR,0,,21290,RECEY SUR OURCE,47.78031,4.861789,21,Côte-d'Or
759,91389,SPASAD de Saulieu,info.fede21@admr.org,0,1,0,Fédération ADMR,0,15 place de la République,21210,SAULIEU,47.280069,4.228692,21,Côte-d'Or
760,2583,SSIAD - ADMR Site de Genlis,info.fede21@admr.org,0,1,0,Fédération ADMR,0,4 rue de la Gare,21110,GENLIS,47.24199,5.221439,21,Côte-d'Or
761,2530,SSIAD ADMR Seurre,info.fede21@admr.org,0,1,0,FEDE AIDE A DOMICILE EN MILIEU RURAL,0,29 rue des Ecoles,21250,SEURRE,46.999742,5.14589,21,Côte-d'Or
762,2532,SSIAD ADMR de Montbard,info.fede21@admr.org,0,1,0,FEDE AIDE A DOMICILE EN MILIEU RURAL,0,3 bis rue Carnot,21500,MONTBARD,47.621544,4.336592,21,Côte-d'Or
763,2560,SSIAD ADMR de Montigny-sur-Aube,info.fede21@admr.org,0,1,0,FEDE AIDE A DOMICILE EN MILIEU RURAL,0,,21520,MONTIGNY SUR AUBE,47.953223,4.777528,21,Côte-d'Or
764,2584,SSIAD ADMR de Saint-Seine-l'Abbaye,info.fede21@admr.org,0,1,0,FEDE AIDE A DOMICILE EN MILIEU RURAL,0,24 rue Carnot,21440,ST SEINE L ABBAYE,47.44007,4.787788,21,Côte-d'Or
765,2567,SSIAD Arnay-Le-Duc,accueil-arnayleduc@ch-baune.fr,1,0,0,HOSPICES CIVILS DE BEAUNE,0,3 rue des Capucins,21230,ARNAY LE DUC,47.132267,4.48574,21,Côte-d'Or
766,2546,SSIAD Centre hospitalier Is-sur-Tille,ssiadhlis@gmail.com,1,0,0,CENTRE HOSPITALIER  D'IS-SUR-TILLE,0,21 rue Victor-Hugo,21120,IS SUR TILLE,47.519452,5.106806,21,Côte-d'Or
767,2562,SSIAD Centre hospitalier de la Haute Côte d'Or,ssiad.alisesaintereine@ch-hco.fr,1,0,0,CTRE HOSPITALIER DE LA HAUTE COTE D OR,0,1 chemin des Bains,21150,ALISE STE REINE,47.538393,4.485922,21,Côte-d'Or
768,2548,SSIAD Vitteaux Centre hospitalier Auxois Morvan,ssiad.vitteaux@ch-hco.fr,1,0,0,CTRE HOSPITALIER DE LA HAUTE COTE D OR,0,7 rue Guéniot,21350,VITTEAUX,47.395918,4.538734,21,Côte-d'Or
769,2643,SSIAD de Dijon,ssiad@fedosad.fr,0,1,0,FEDOSAD,0,15-17 avenue Jean-Bertin,21000,DIJON,47.356515,5.043632,21,Côte-d'Or
770,91346,SSIAD de Nuits St Georges,hopital.nuits@wanadoo.fr,1,0,0,Hospices civils de Beaune,0,6 rue Henri-Challand BP 89,21700,NUITS ST GEORGES,47.134341,4.949135,21,Côte-d'Or
771,2542,SSIAD de Saint-Marc-sur-Seine,,1,0,0,SYNDICAT INTERCOMMUNAL A VOCATON UNIQU,0,RN 71,21450,ST MARC SUR SEINE,47.701116,4.605571,21,Côte-d'Or
772,91391,SSIAD de Saulieu,direction@ch-hco.fr,1,0,0,Centre hospitalier de la Haute Côte d'or,0,2 rue Courtepée,21210,SAULIEU,47.282193,4.229228,21,Côte-d'Or
773,2635,SSIAD des Centres de soins infirmiers,association@csi.fr,1,0,0,CENTRES DE SOINS INFIRMIERS SSIDPA,0,89 avenue du Lac,21000,DIJON,47.322071,4.996424,21,Côte-d'Or
774,2553,SSIAD du Centre hospitalier d'Auxonne,direction.auxonne@ch-auxonne.fr,1,0,0,CH D'AUXONNE,0,5 rue du Château,21130,AUXONNE,47.192263,5.38423,21,Côte-d'Or
775,2566,Services de Soins Infirmiers à Domicile - SSIAD,mr.nolay@wanadoo.fr,1,0,0,EHPAD Jeanne Pierrette Carnot,0,6 rue du Docteur Lavirotte,21340,NOLAY,46.952996,4.631073,21,Côte-d'Or
776,2868,ADS Côte d'Emeraude antenne CCE Matignon SSIAD,aurelie.fontaine@adsce.fr,0,1,0,ADS COTE D'EMERAUDE,0,Parc d'activités du Chemin-vert,22550,MATIGNON,48.593877,-2.283401,22,Côtes d'Armor
777,92765,SAAD A TOUT AGE PENTHIEVRE,atapservices@orange.fr,0,0,1,SARL ATAP SERVICES,0,8 Place de l'Eglise,22240,PLURIEN,48.626528,-2.404209,22,Côtes d'Armor
778,92771,SAAD AD FACILE 22,saintbrieuc@adfacile22.fr,0,0,1,SARL AD FACILE 22,0,69 Boulevard de l'Atlantique,22000,ST BRIEUC,48.51921,-2.791364,22,Côtes d'Armor
779,92756,SAAD ADHAP SERVICES,adhap22a@adhapservices.eu,0,0,1,ARMOR AIDE DEPENDANCE DOMICILE,0,47 Rue Maréchal Foch,22000,ST BRIEUC,48.51569,-2.75923,22,Côtes d'Armor
780,92611,SAAD ADS COTE D'EMERAUDE MATIGNON,accueil.brf@adsce.fr,0,0,1,ADS COTE D'EMERAUDE,0,ZA du Chemin Vert BP 25,22550,MATIGNON,48.593669,-2.279871,22,Côtes d'Armor
781,92711,SAAD ADS PLANCOET,accueil.plancoet@adsce.fr,0,0,1,ADS COTE D'EMERAUDE,0,33 Rue de la Madeleine BP 33,22130,PLANCOET,48.522692,-2.238197,22,Côtes d'Armor
782,92616,SAAD ADS PLESLIN TRIGAVOU,accueil.brf@adsce.fr,0,0,1,ADS COTE D'EMERAUDE,0,1 Rue Léon Pépin,22490,PLESLIN TRIGAVOU,48.532988,-2.057121,22,Côtes d'Armor
783,92749,SAAD AGE D'OR SERVICES,guingamp@agedorservices.com,0,0,1,EURL AGE D'OR SERVICES,0,3 Rue des Ponts Saint-michel,22200,GUINGAMP,48.562628,-3.154965,22,Côtes d'Armor
784,92747,SAAD AIDE 2 VIE,aide2vie@orange.fr,0,0,1,SARL AIDE 2 VIE,0,38 Route de Tréguier,22700,LOUANNEC,48.790767,-3.403043,22,Côtes d'Armor
785,92701,SAAD APF PLERIN,sesvad.saintbrieuc@apf.asso.fr,0,0,1,APF FRANCE HANDICAP,0,Avenue du Chalutier Sans Pitié,22190,PLERIN,48.530317,-2.764286,22,Côtes d'Armor
786,98573,SAAD ARMOR 2 AD,,0,0,1,ARMOR 2 AD,0,9 Route du Launay,22140,PRAT,48.683202,-3.306582,22,Côtes d'Armor
787,92746,SAAD ARMOR HOME SERVICES,aurelien.marmier@o2.fr,0,0,1,SARL ARMOR HOME SERVICES,0,30 Avenue des Châtelets,22950,TREGUEUX,48.462312,-2.785629,22,Côtes d'Armor
788,92696,SAAD ASAD ARGOAT,ccsp.ggp@wanadoo.fr,0,0,1,ASAD ARGOAT,0,44 Rue du Marechal Foch,22200,GUINGAMP,48.562002,-3.163136,22,Côtes d'Armor
789,92724,SAAD ASAD GOELO TRIEUX  PLOUHA,maximilien.pettex@asad22.fr,0,0,1,ASAD GOELO TRIEUX,0,2 Rue Jeanne d'Arc,22580,PLOUHA,48.674937,-2.929966,22,Côtes d'Armor
790,92732,SAAD ASAD GOELO TRIEUX PAIMPOL,maximilien.pettex@asad22.fr,0,0,1,ASAD GOELO TRIEUX,0,2 rue CENTRE HENRI DUNANT,22500,PAIMPOL,48.40398218015196,-3.425497360813756,22,Côtes d'Armor
791,92619,SAAD ASAD MENE RANCE BROONS,ccebroons.gasmi@wanadoo.fr,0,0,1,ASAD MENE RANCE,0,1 Rue du 19 Mars 1962,22250,BROONS,48.315522,-2.260741,22,Côtes d'Armor
792,92745,SAAD AZAE LA VIE FACILE,olivier.galisson@azae.com,0,0,1,A2MICILE AZAE,0,La Basse nde,22100,QUEVERT,48.456819,-2.106993,22,Côtes d'Armor
793,92758,SAAD BZH SERVICES,yuna.Legoaziou@o2.fr,0,0,1,SARL BZH SERVICES ENSEIGNE O2,0,7 Rue de la Violette,22100,QUEVERT,48.461417,-2.0674,22,Côtes d'Armor
794,92629,SAAD CCAS DINAN,ccas.dinan@orange.fr,0,0,1,CCAS DINAN,0,32 Rue René Fayon,22100,DINAN,48.459919,-2.044391,22,Côtes d'Armor
795,92710,SAAD CCE TI JIKOUR,patricia.bardet@amapa.fr,0,0,1,COMITE CANTONAL D'ENTRAIDE TI JIKOUR,0,5 Hent Bechenneg,22420,LE VIEUX MARCHE,48.608579,-3.457469,22,Côtes d'Armor
796,92626,SAAD CIAS LEFF ARMOR COMMUNAUTE,cias@leffarmor.fr,0,0,1,CIAS LEFF ARMOR COMMUNAUTE,0,31 Rue de la Gare (Châtelaudren) BP 6 CHATELAUDREN,22170,PLOUAGAT,48.537474,-2.971603,22,Côtes d'Armor
797,92613,SAAD COMITE CANTONAL D'ENTRAIDE BEGARD,comite-cantonal.begard@wanadoo.fr,0,0,1,COMITE CANTONAL D'ENTRAIDE DE BEGARD,0,1 Rue Saint Yves,22140,BEGARD,48.629247,-3.302434,22,Côtes d'Armor
798,92736,SAAD COMITE D'ENTRAIDE KREIZ BREIZH,saad.saintetrephine@amapa.fr,0,0,1,COMITE D'ENTRAIDE DU KREIZ BREIZH,0,3 Route de l'Ecole,22480,STE TREPHINE,48.267546,-3.156349,22,Côtes d'Armor
799,92752,SAAD DA GER SERVICES,dager.services@gmail.com,0,0,1,SARL DA GER SERVICES,0,22 Rue des Frères le Montréer,22700,PERROS GUIREC,48.813905,-3.445858,22,Côtes d'Armor
800,92759,SAAD DOMARMOR SERVICES,contact@domarmor.com,0,0,1,SARL DOMARMOR SERVICES,0,37 Rue du Marechal Foch,22200,GUINGAMP,48.561781,-3.162892,22,Côtes d'Armor
801,92739,SAAD DOMICILE ACTION ARMOR,domicileaction22@orange.fr,0,0,1,ASSOCIATION DOMICILE ACTION ARMOR,0,66 Boulevard Arago,22000,ST BRIEUC,48.519233,-2.766736,22,Côtes d'Armor
802,92740,SAAD DOMICILE ACTION TREGOR,domicile.action.tregor@wanadoo.fr,0,0,1,ASSOCIATION DOMICILE ACTION TREGOR,0,11 Boulevard Louis Guilloux,22300,LANNION,48.727869,-3.456589,22,Côtes d'Armor
803,92768,SAAD DOMITYS LE GRIFFON D'OR,valerie.floury@domitys.fr,0,0,1,SARL DOMITYS NORD OUEST,0,15 Rue de la Corderie,22000,ST BRIEUC,48.515129,-2.772409,22,Côtes d'Armor
